folder,dta,pos,variable,label,col_type
21y,bcs21yearsample.dta,409,vc44a10,WELL SUITED TO QUALIFICATIONS,dbl
21y,bcs21yearsample.dta,410,vc44a11,GOOD LOCATION,dbl
21y,bcs21yearsample.dta,411,vc44a12,JUST NEEDED A JOB,dbl
21y,bcs21yearsample.dta,412,vc44a13,OTHER,dbl
21y,bcs21yearsample.dta,413,vc44b,MAIN REASON FOR TAKING JOB,dbl+lbl
21y,bcs21yearsample.dta,414,vc45,MOVE TO A DIFFERENT AREA,dbl+lbl
21y,bcs21yearsample.dta,415,vc46,TENURE OF JOB,dbl+lbl
21y,bcs21yearsample.dta,416,vc47,LENGTH OF FIRST PERIOD OF CONTRACT,dbl
21y,bcs21yearsample.dta,417,vc48,AVERAGE PAID WORK HOURS PER WEEK,dbl+lbl
21y,bcs21yearsample.dta,418,vc49a,NUMBER OF TRAINING COURSES UNDER 3 DAYS,dbl+lbl
21y,bcs21yearsample.dta,419,vc49b1,LEARNING BASICS OF JOB,dbl
21y,bcs21yearsample.dta,420,vc49b2,DEVELOPING SKILLS USING HANDS,dbl
21y,bcs21yearsample.dta,421,vc49b3,CREATIVITY,dbl
21y,bcs21yearsample.dta,422,vc49b4,MAKING DECISIONS,dbl
21y,bcs21yearsample.dta,423,vc49b5,COMMUNICATING WITH OTHER PEOPLE,dbl
21y,bcs21yearsample.dta,424,vc49b6,MANAGING WORK OF OTHER PEOPLE,dbl
21y,bcs21yearsample.dta,425,vc49b7,USING TIME EFFICIENTLY,dbl
21y,bcs21yearsample.dta,426,vc49b8,DEVELOPING TECHNICAL SKILLS,dbl
21y,bcs21yearsample.dta,427,vc49b9,WORKING WITH NUMBERS NON SPECIALISED,dbl
21y,bcs21yearsample.dta,428,vc49b10,WORKING WITH NUMBERS SPECIALISED,dbl
21y,bcs21yearsample.dta,429,vc49b11,GENERAL READING OR WRITING,dbl
21y,bcs21yearsample.dta,430,vc49b12,SPECIALISED WRITING,dbl
21y,bcs21yearsample.dta,431,vc49b13,OTHER,dbl
21y,bcs21yearsample.dta,432,vc49b14,NONE,dbl
21y,bcs21yearsample.dta,433,vc50,SKILLS GAINED IN THIS JOB USEFUL?,dbl+lbl
21y,bcs21yearsample.dta,434,vc51,IS JOB PART OF CAREER,dbl+lbl
21y,bcs21yearsample.dta,435,vc52a,UNEMPLOYMENT START MONTH,dbl
21y,bcs21yearsample.dta,436,vc52b,UNEMPLOYMENT START YEAR,dbl
21y,bcs21yearsample.dta,437,vc53,REASON FOR UNEMPLOYMENT,dbl+lbl
21y,bcs21yearsample.dta,438,vc54,HAVE YOU SIGNED ON FOR...,dbl+lbl
21y,bcs21yearsample.dta,439,vc55,DIFFICULTY OF GETTING WORK IN AREA,dbl+lbl
21y,bcs21yearsample.dta,440,vc56,MOVE OUT OF AREA FOR A JOB?,dbl+lbl
21y,bcs21yearsample.dta,441,vc57,OFFERS OF EMPLOYMENT DURING PERIOD,dbl+lbl
21y,bcs21yearsample.dta,442,vc58,NO. OF EMPLOYMENT OFFERS TURNED DOWN,dbl+lbl
21y,bcs21yearsample.dta,443,vc59,NUMBER OF JOBS ENQUIRED ABOUT,dbl+lbl
21y,bcs21yearsample.dta,444,vc60,NUMBER OF JOBS APPLIED FOR DURING PERIOD,dbl
21y,bcs21yearsample.dta,445,vc61a,UNEMPLOYMENT - EMPLOYMENT TRAINING,dbl
21y,bcs21yearsample.dta,446,vc61b,UNEMPLOYMENT - YOUTH TRAINING,dbl
21y,bcs21yearsample.dta,447,vc61c,UNEMPLOYMENT - JOBCLUB,dbl
21y,bcs21yearsample.dta,448,vc61d,UNEMPLOYMENT - ENTERPRISE ALLOWANCE EAS,dbl
21y,bcs21yearsample.dta,449,vc61e,UNEMPLOYMENT - CAN'T SAY,dbl
21y,bcs21yearsample.dta,450,vc61f,UNEMPLOYMENT - NONE OF THESE,dbl
21y,bcs21yearsample.dta,451,vc62a,L - UNEMPLOYMENT START MONTH,dbl
21y,bcs21yearsample.dta,452,vc62b,L - UNEMPLOYMENT START YEAR,dbl
21y,bcs21yearsample.dta,453,vc62c,L - UNEMPLOMENT END MONTH,dbl
21y,bcs21yearsample.dta,454,vc62d,L - UNEMPLOYMENT END YEAR,dbl+lbl
21y,bcs21yearsample.dta,455,vc63,L - REASON FOR UNEMPLOYMENT,dbl+lbl
21y,bcs21yearsample.dta,456,vc64,L - DID YOU SIGN ON FOR...,dbl+lbl
21y,bcs21yearsample.dta,457,vc65,L - DIFFICULTY FINDING WORK IN AREA,dbl+lbl
21y,bcs21yearsample.dta,458,vc66,L - MOVE OUT OF AREA FOR JOB,dbl+lbl
21y,bcs21yearsample.dta,459,vc67,L - OFFERS OF EMPLOYMENT,dbl+lbl
21y,bcs21yearsample.dta,460,vc68,L - NUMBER OF OFFERS TURNED DOWN,dbl+lbl
21y,bcs21yearsample.dta,461,vc69a,L - EMPLOYMENT TRAINING,dbl
21y,bcs21yearsample.dta,462,vc69b,L - YOUTH TRAINING,dbl
21y,bcs21yearsample.dta,463,vc69c,L - JOBCLUB,dbl
21y,bcs21yearsample.dta,464,vc69d,L - ENTERPRISE ALLOWANCE SCHEME,dbl
21y,bcs21yearsample.dta,465,vc69e,L - NONE,dbl
21y,bcs21yearsample.dta,466,vc69f,L - CAN'T SAY,dbl
21y,bcs21yearsample.dta,467,vc70a,NUMBER OF SCHOOLS ATTENDED SINCE AGE 15,dbl
21y,bcs21yearsample.dta,468,vc70ba1,SCHOOL 1 START MONTH,dbl+lbl
21y,bcs21yearsample.dta,469,vc70bb1,SCHOOL 1 START YEAR,dbl+lbl
21y,bcs21yearsample.dta,470,vc70bc1,SCHOOL 1 END MONTH,dbl+lbl
21y,bcs21yearsample.dta,471,vc70bd1,SCHOOL 1 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,472,vc70c1,SCHOOL 1 SCHOOL TYPE,dbl+lbl
21y,bcs21yearsample.dta,473,vc70ba2,SCHOOL 2 START MONTH,dbl
21y,bcs21yearsample.dta,474,vc70bb2,SCHOOL 2 START YEAR,dbl+lbl
21y,bcs21yearsample.dta,475,vc70bc2,SCHOOL 2 END MONTH,dbl+lbl
21y,bcs21yearsample.dta,476,vc70bd2,SCHOOL 2 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,477,vc70c2,SCHOOL 2 SCHOOL TYPE,dbl+lbl
21y,bcs21yearsample.dta,478,vc70ba3,SCHOOL 3 START MONTH,dbl
21y,bcs21yearsample.dta,479,vc70bb3,SCHOOL 3 START YEAR,dbl
21y,bcs21yearsample.dta,480,vc70bc3,SCHOOL 3 END MONTH,dbl+lbl
21y,bcs21yearsample.dta,481,vc70bd3,SCHOOL 3 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,482,vc70c3,SCHOOL 3 SCHOOL TYPE,dbl+lbl
21y,bcs21yearsample.dta,483,vc70ba4,SCHOOL 4 START MONTH,dbl
21y,bcs21yearsample.dta,484,vc70bb4,SCHOOL 4 START YEAR,dbl
21y,bcs21yearsample.dta,485,vc70bc4,SCHOOL 4 END MONTH,dbl+lbl
21y,bcs21yearsample.dta,486,vc70bd4,SCHOOL 4 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,487,vc70c4,SCHOOL 4 SCHOOL TYPE,dbl+lbl
21y,bcs21yearsample.dta,488,vc70ba5,SCHOOL 5 START MONTH,dbl
21y,bcs21yearsample.dta,489,vc70bb5,SCHOOL 5 START YEAR,dbl
21y,bcs21yearsample.dta,490,vc70bc5,SCHOOL 5 END MONTH,dbl+lbl
21y,bcs21yearsample.dta,491,vc70bd5,SCHOOL 5 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,492,vc70c5,SCHOOL 5 SCHOOL TYPE,dbl+lbl
21y,bcs21yearsample.dta,493,vc71a1,SCHOOL SUBJECT 1 CODE,dbl+lbl
21y,bcs21yearsample.dta,494,vc71a2,SCHOOL SUBJECT 2 CODE,dbl+lbl
21y,bcs21yearsample.dta,495,vc71a3,SCHOOL SUBJECT 3 CODE,dbl+lbl
21y,bcs21yearsample.dta,496,vc71a4,SCHOOL SUBJECT 4 CODE,dbl+lbl
21y,bcs21yearsample.dta,497,vc71a5,SCHOOL SUBJECT 5 CODE,dbl+lbl
21y,bcs21yearsample.dta,498,vc71a6,SCHOOL SUBJECT 6 CODE,dbl+lbl
21y,bcs21yearsample.dta,499,vc71a7,SCHOOL SUBJECT 7 CODE,dbl+lbl
21y,bcs21yearsample.dta,500,vc71a8,SCHOOL SUBJECT 8 CODE,dbl+lbl
21y,bcs21yearsample.dta,501,vc71a9,SCHOOL SUBJECT 9 CODE,dbl+lbl
21y,bcs21yearsample.dta,502,vc71a10,SCHOOL SUBJECT 10 CODE,dbl+lbl
21y,bcs21yearsample.dta,503,vc71a11,SCHOOL SUBJECT 11 CODE,dbl+lbl
21y,bcs21yearsample.dta,504,vc71a12,SCHOOL SUBJECT 12 CODE,dbl+lbl
21y,bcs21yearsample.dta,505,vc71a13,SCHOOL SUBJECT 13 CODE,dbl+lbl
21y,bcs21yearsample.dta,506,vc71a14,SCHOOL SUBJECT 14 CODE,dbl+lbl
21y,bcs21yearsample.dta,507,vc71a15,SCHOOL SUBJECT 15 CODE,dbl+lbl
21y,bcs21yearsample.dta,508,vc71a16,SCHOOL SUBJECT 16 CODE,dbl+lbl
21y,bcs21yearsample.dta,509,vc71a17,SCHOOL SUBJECT 17 CODE,dbl+lbl
21y,bcs21yearsample.dta,510,vc71a18,SCHOOL SUBJECT 18 CODE,dbl+lbl
21y,bcs21yearsample.dta,511,vc71b1,SCHOOL SUBJECT 1 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,512,vc71b2,SCHOOL SUBJECT 2 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,513,vc71b3,SCHOOL SUBJECT 3 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,514,vc71b4,SCHOOL SUBJECT 4 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,515,vc71b5,SCHOOL SUBJECT 5 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,516,vc71b6,SCHOOL SUBJECT 6 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,517,vc71b7,SCHOOL SUBJECT 7 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,518,vc71b8,SCHOOL SUBJECT 8 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,519,vc71b9,SCHOOL SUBJECT 9 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,520,vc71b10,SCHOOL SUBJECT 10 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,521,vc71b11,SCHOOL SUBJECT 11 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,522,vc71b12,SCHOOL SUBJECT 12 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,523,vc71b13,SCHOOL SUBJECT 13 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,524,vc71b14,SCHOOL SUBJECT 14 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,525,vc71b15,SCHOOL SUBJECT 15 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,526,vc71b16,SCHOOL SUBJECT 16 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,527,vc71b17,SCHOOL SUBJECT 17 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,528,vc71b18,SCHOOL SUBJECT 18 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,529,vc71c1,SCHOOL SUBJECT 1 GRADE,dbl+lbl
21y,bcs21yearsample.dta,530,vc71c2,SCHOOL SUBJECT 2 GRADE,dbl+lbl
21y,bcs21yearsample.dta,531,vc71c3,SCHOOL SUBJECT 3 GRADE,dbl+lbl
21y,bcs21yearsample.dta,532,vc71c4,SCHOOL SUBJECT 4 GRADE,dbl+lbl
21y,bcs21yearsample.dta,533,vc71c5,SCHOOL SUBJECT 5 GRADE,dbl+lbl
21y,bcs21yearsample.dta,534,vc71c6,SCHOOL SUBJECT 6 GRADE,dbl+lbl
21y,bcs21yearsample.dta,535,vc71c7,SCHOOL SUBJECT 7 GRADE,dbl+lbl
21y,bcs21yearsample.dta,536,vc71c8,SCHOOL SUBJECT 8 GRADE,dbl+lbl
21y,bcs21yearsample.dta,537,vc71c9,SCHOOL SUBJECT 9 GRADE,dbl+lbl
21y,bcs21yearsample.dta,538,vc71c10,SCHOOL SUBJECT 10 GRADE,dbl+lbl
21y,bcs21yearsample.dta,539,vc71c11,SCHOOL SUBJECT 11 GRADE,dbl+lbl
21y,bcs21yearsample.dta,540,vc71c12,SCHOOL SUBJECT 12 GRADE,dbl+lbl
21y,bcs21yearsample.dta,541,vc71c13,SCHOOL SUBJECT 13 GRADE,dbl+lbl
21y,bcs21yearsample.dta,542,vc71c14,SCHOOL SUBJECT 14 GRADE,dbl+lbl
21y,bcs21yearsample.dta,543,vc71c15,SCHOOL SUBJECT 15 GRADE,dbl+lbl
21y,bcs21yearsample.dta,544,vc71c16,SCHOOL SUBJECT 16 GRADE,dbl+lbl
21y,bcs21yearsample.dta,545,vc71c17,SCHOOL SUBJECT 17 GRADE,dbl+lbl
21y,bcs21yearsample.dta,546,vc71c18,SCHOOL SUBJECT 18 GRADE,dbl+lbl
21y,bcs21yearsample.dta,547,vc71d1,SCHOOL SUBJECT 1 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,548,vc71d2,SCHOOL SUBJECT 2 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,549,vc71d3,SCHOOL SUBJECT 3 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,550,vc71d4,SCHOOL SUBJECT 4 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,551,vc71d5,SCHOOL SUBJECT 5 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,552,vc71d6,SCHOOL SUBJECT 6 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,553,vc71d7,SCHOOL SUBJECT 7 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,554,vc71d8,SCHOOL SUBJECT 8 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,555,vc71d9,SCHOOL SUBJECT 9 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,556,vc71d10,SCHOOL SUBJECT 10 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,557,vc71d11,SCHOOL SUBJECT 11 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,558,vc71d12,SCHOOL SUBJECT 12 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,559,vc71d13,SCHOOL SUBJECT 13 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,560,vc71d14,SCHOOL SUBJECT 14 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,561,vc71d15,SCHOOL SUBJECT 15 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,562,vc71d16,SCHOOL SUBJECT 16 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,563,vc71d17,SCHOOL SUBJECT 17 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,564,vc71d18,SCHOOL SUBJECT 18 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,565,vc71e1,SCHOOL SUBJECT 1 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,566,vc71e2,SCHOOL SUBJECT 2 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,567,vc71e3,SCHOOL SUBJECT 3 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,568,vc71e4,SCHOOL SUBJECT 4 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,569,vc71e5,SCHOOL SUBJECT 5 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,570,vc71e6,SCHOOL SUBJECT 6 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,571,vc71e7,SCHOOL SUBJECT 7 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,572,vc71e8,SCHOOL SUBJECT 8 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,573,vc71e9,SCHOOL SUBJECT 9 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,574,vc71e10,SCHOOL SUBJECT 10 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,575,vc71e11,SCHOOL SUBJECT 11 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,576,vc71e12,SCHOOL SUBJECT 12 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,577,vc71e13,SCHOOL SUBJECT 13 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,578,vc71e14,SCHOOL SUBJECT 14 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,579,vc71e15,SCHOOL SUBJECT 15 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,580,vc71e16,SCHOOL SUBJECT 16 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,581,vc71e17,SCHOOL SUBJECT 17 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,582,vc71e18,SCHOOL SUBJECT 18 SCHOOL NUMBER,dbl
21y,bcs21yearsample.dta,583,vc71f1,SCHOOL SUBJECT 1 AGE,dbl+lbl
21y,bcs21yearsample.dta,584,vc71f2,SCHOOL SUBJECT 2 AGE,dbl+lbl
21y,bcs21yearsample.dta,585,vc71f3,SCHOOL SUBJECT 3 AGE,dbl+lbl
21y,bcs21yearsample.dta,586,vc71f4,SCHOOL SUBJECT 4 AGE,dbl+lbl
21y,bcs21yearsample.dta,587,vc71f5,SCHOOL SUBJECT 5 AGE,dbl+lbl
21y,bcs21yearsample.dta,588,vc71f6,SCHOOL SUBJECT 6 AGE,dbl+lbl
21y,bcs21yearsample.dta,589,vc71f7,SCHOOL SUBJECT 7 AGE,dbl+lbl
21y,bcs21yearsample.dta,590,vc71f8,SCHOOL SUBJECT 8 AGE,dbl
21y,bcs21yearsample.dta,591,vc71f9,SCHOOL SUBJECT 9 AGE,dbl
21y,bcs21yearsample.dta,592,vc71f10,SCHOOL SUBJECT 10 AGE,dbl
21y,bcs21yearsample.dta,593,vc71f11,SCHOOL SUBJECT 11 AGE,dbl
21y,bcs21yearsample.dta,594,vc71f12,SCHOOL SUBJECT 12 AGE,dbl+lbl
21y,bcs21yearsample.dta,595,vc71f13,SCHOOL SUBJECT 13 AGE,dbl
21y,bcs21yearsample.dta,596,vc71f14,SCHOOL SUBJECT 14 AGE,dbl
21y,bcs21yearsample.dta,597,vc71f15,SCHOOL SUBJECT 15 AGE,dbl
21y,bcs21yearsample.dta,598,vc71f16,SCHOOL SUBJECT 16 AGE,dbl
21y,bcs21yearsample.dta,599,vc71f17,SCHOOL SUBJECT 17 AGE,dbl
21y,bcs21yearsample.dta,600,vc71f18,SCHOOL SUBJECT 18 AGE,dbl
21y,bcs21yearsample.dta,601,vc72a,NUMBER OF COURSES SINCE SCHOOL,dbl+lbl
21y,bcs21yearsample.dta,602,vc72ba1,SUBJECT 1 CODE,dbl+lbl
21y,bcs21yearsample.dta,603,vc72bb1,SUBJECT 1 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,604,vc72bc1,SUBJECT 1 GRADE,dbl+lbl
21y,bcs21yearsample.dta,605,vc73a1,SUBJECT 1 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,606,vc73b1,SUBJECT 1 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,607,vc72ba2,SUBJECT 2 CODE,dbl+lbl
21y,bcs21yearsample.dta,608,vc72bb2,SUBJECT 2 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,609,vc72bc2,SUBJECT 2 GRADE,dbl+lbl
21y,bcs21yearsample.dta,610,vc73a2,SUBJECT 2 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,611,vc73b2,SUBJECT 2 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,612,vc72ba3,SUBJECT 3 CODE,dbl+lbl
21y,bcs21yearsample.dta,613,vc72bb3,SUBJECT 3 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,614,vc72bc3,SUBJECT 3 GRADE,dbl+lbl
21y,bcs21yearsample.dta,615,vc73a3,SUBJECT 3 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,616,vc73b3,SUBJECT 3 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,617,vc72ba4,SUBJECT 4 CODE,dbl+lbl
21y,bcs21yearsample.dta,618,vc72bb4,SUBJECT 4 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,619,vc72bc4,SUBJECT 4 GRADE,dbl+lbl
21y,bcs21yearsample.dta,620,vc73a4,SUBJECT 4 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,621,vc73b4,SUBJECT 4 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,622,vc72ba5,SUBJECT 5 CODE,dbl+lbl
21y,bcs21yearsample.dta,623,vc72bb5,SUBJECT 5 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,624,vc72bc5,SUBJECT 5 GRADE,dbl+lbl
21y,bcs21yearsample.dta,625,vc73a5,SUBJECT 5 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,626,vc73b5,SUBJECT 5 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,627,vc72ba6,SUBJECT 6 CODE,dbl+lbl
21y,bcs21yearsample.dta,628,vc72bb6,SUBJECT 6 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,629,vc72bc6,SUBJECT 6 GRADE,dbl+lbl
21y,bcs21yearsample.dta,630,vc73a6,SUBJECT 6 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,631,vc73b6,SUBJECT 6 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,632,vc72ba7,SUBJECT 7 CODE,dbl+lbl
21y,bcs21yearsample.dta,633,vc72bb7,SUBJECT 7 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,634,vc72bc7,SUBJECT 7 GRADE,dbl+lbl
21y,bcs21yearsample.dta,635,vc73a7,SUBJECT 7 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,636,vc73b7,SUBJECT 7 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,637,vc72ba8,SUBJECT 8 CODE,dbl+lbl
21y,bcs21yearsample.dta,638,vc72bb8,SUBJECT 8 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,639,vc72bc8,SUBJECT 8 GRADE,dbl+lbl
21y,bcs21yearsample.dta,640,vc73a8,SUBJECT 8 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,641,vc73b8,SUBJECT 8 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,642,vc72ba9,SUBJECT 9 CODE,dbl+lbl
21y,bcs21yearsample.dta,643,vc72bb9,SUBJECT 9 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,644,vc72bc9,SUBJECT 9 GRADE,dbl+lbl
21y,bcs21yearsample.dta,645,vc73a9,SUBJECT 9 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,646,vc73b9,SUBJECT 9 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,647,vc72ba10,SUBJECT 10 CODE,dbl+lbl
21y,bcs21yearsample.dta,648,vc72bb10,SUBJECT 10 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,649,vc72bc10,SUBJECT 10 GRADE,dbl+lbl
21y,bcs21yearsample.dta,650,vc73a10,SUBJECT 10 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,651,vc73b10,SUBJECT 10 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,652,vc72ba11,SUBJECT 11 CODE,dbl+lbl
21y,bcs21yearsample.dta,653,vc72bb11,SUBJECT 11 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,654,vc72bc11,SUBJECT 11 GRADE,dbl+lbl
21y,bcs21yearsample.dta,655,vc73a11,SUBJECT 11 USEFULNESS,dbl
21y,bcs21yearsample.dta,656,vc73b11,SUBJECT 11 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,657,vc72ba12,SUBJECT 12 CODE,dbl+lbl
21y,bcs21yearsample.dta,658,vc72bb12,SUBJECT 12 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,659,vc72bc12,SUBJECT 12 GRADE,dbl+lbl
21y,bcs21yearsample.dta,660,vc73a12,SUBJECT 12 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,661,vc73b12,SUBJECT 12 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,662,vc72ba13,SUBJECT 13 CODE,dbl+lbl
21y,bcs21yearsample.dta,663,vc72bb13,SUBJECT 13 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,664,vc72bc13,SUBJECT 13 GRADE,dbl+lbl
21y,bcs21yearsample.dta,665,vc73a13,SUBJECT 13 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,666,vc73b13,SUBJECT 13 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,667,vc72ba14,SUBJECT 14 CODE,dbl+lbl
21y,bcs21yearsample.dta,668,vc72bb14,SUBJECT 14 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,669,vc72bc14,SUBJECT 14 GRADE,dbl+lbl
21y,bcs21yearsample.dta,670,vc73a14,SUBJECT 14 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,671,vc73b14,SUBJECT 14 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,672,vc72ba15,SUBJECT 15 CODE,dbl+lbl
21y,bcs21yearsample.dta,673,vc72bb15,SUBJECT 15 QUALIFICATION,dbl+lbl
21y,bcs21yearsample.dta,674,vc72bc15,SUBJECT 15 GRADE,dbl+lbl
21y,bcs21yearsample.dta,675,vc73a15,SUBJECT 15 USEFULNESS,dbl+lbl
21y,bcs21yearsample.dta,676,vc73b15,SUBJECT 15 COURSE NUMBER,dbl
21y,bcs21yearsample.dta,677,vc74a1,COURSE 1 START MONTH,dbl+lbl
21y,bcs21yearsample.dta,678,vc74b1,COURSE 1 START YEAR,dbl+lbl
21y,bcs21yearsample.dta,679,vc74c1,COURSE 1 END MONTH,dbl+lbl
21y,bcs21yearsample.dta,680,vc74d1,COURSE 1 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,681,vc74e1,COURSE 1 STILL ON COURSE,dbl+lbl
21y,bcs21yearsample.dta,682,vc74a2,COURSE 2 START MONTH,dbl
21y,bcs21yearsample.dta,683,vc74b2,COURSE 2 START YEAR,dbl+lbl
21y,bcs21yearsample.dta,684,vc74c2,COURSE 2 END MONTH,dbl
21y,bcs21yearsample.dta,685,vc74d2,COURSE 2 END YEAR,dbl+lbl
21y,bcs21yearsample.dta,686,vc74e2,COURSE 2 STILL ON COURSE,dbl+lbl
21y,bcs21yearsample.dta,687,vc74a3,COURSE 3 START MONTH,dbl+lbl
21y,bcs21yearsample.dta,688,vc74b3,COURSE 3 START YEAR,dbl
21y,bcs21yearsample.dta,689,vc74c3,COURSE 3 END MONTH,dbl
21y,bcs21yearsample.dta,690,vc74d3,COURSE 3 END YEAR,dbl
21y,bcs21yearsample.dta,691,vc74e3,COURSE 3 STILL ON COURSE,dbl+lbl
21y,bcs21yearsample.dta,692,vc74a4,COURSE 4 START MONTH,dbl
21y,bcs21yearsample.dta,693,vc74b4,COURSE 4 START YEAR,dbl
21y,bcs21yearsample.dta,694,vc74c4,COURSE 4 END MONTH,dbl
21y,bcs21yearsample.dta,695,vc74d4,COURSE 4 END YEAR,dbl
21y,bcs21yearsample.dta,696,vc74e4,COURSE 4 STILL ON COURSE,dbl+lbl
21y,bcs21yearsample.dta,697,vc74a5,COURSE 5 START MONTH,dbl
